site_id,rmse_baseline,rmse_hydra,nse_baseline,nse_hydra,pbias_baseline,pbias_hydra,cc_baseline,cc_hydra,delta_rmse_pct,bias_calibration_delta_cms
03161000,12.358792074801789,12.19524765394039,0.5624426151931524,0.5739464245028818,-13.242404393168684,-13.183952935388936,0.7634544821224504,0.7809697851457356,0.20076910086476704,0.6499999999999799
03164000,63.40862394943158,62.11438060021271,0.31161659616491233,0.33943120792502945,-9.546330029638,-2.7627105195980444,0.5936424679687685,0.5985603092583806,2.0411156536862034,
03479000,7.493477097401296,7.372449321779513,0.6303266792570382,0.6421714966692901,7.095336153255038,4.661509564738132,0.801890218388558,0.804300246842913,1.6151083675661775,
03486000,27.15340930589396,22.549693762180514,0.43305206524787276,0.6090009142710922,-9.77961938769313,-4.335863380243175,0.6736458981021306,0.7837443790724712,16.954465981972128,
